online_method   cf cf cf cf cf cf cf cf gf gf gf gf gf gf gf gf hy hy hy hy hy hy hy hy
   "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation" "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation" "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation"
strategy AL PN                        
steady 1.0 30.0 0.26574645000016517 21.446422199999233   2.0 2.0 1.0 0.0 0.3623053999999684 21.4835221999989   2.0 3.0 1.5 0.7071067811865476 0.36400815000001785 20.355319799999847   2.0 3.0 1.5 0.3535533905932738
steady 1.0 31.0 0.35528610000005756 21.80170829999929   2.5 3.0 1.1666666666666665 0.28867513459481287 0.4783403000000135 21.96186249999892   2.0 4.0 2.0 1.414213562373095 0.3621519500000261 21.560606099999234   2.0 3.0 1.5 0.7071067811865476
steady 1.0 32.0         0.5802863000000116 22.54214879999893   2.0 5.0 2.5 2.121320343559642 0.476336899999751 21.31965729999888   2.0 4.0 2.0 1.414213562373095
steady 1.0 33.0                 0.5797557999999299 21.89941309999881   2.0 5.0 2.5 2.121320343559642
steady 2.0 1.0 3.2439287499999807 3.2439287499999807   4.0 18.0 4.25 3.535533905932738 3.439982399999998 3.439982399999998   5.0 18.0 3.8 3.535533905932738 3.415170749999845 3.415170749999845   5.0 18.0 3.6 3.535533905932738
steady 2.0 2.0 1.0780330999999705 4.116327200000104   4.0 9.5 1.714285714285714 0.816496580927726 1.1599606000000051 4.288159250000035   5.0 10.0 1.857142857142857 0.983192080250175 1.0900197000000844 4.285910999999913   4.0 10.0 1.857142857142857 1.0
steady 2.0 3.0 0.689384800000056 4.932218100000057   4.0 8.0 1.714285714285714 0.95430841948384 0.6183544500000551 5.104930249999903   4.0 7.0 1.5 0.7071067811865476 0.6144426000001886 5.128630550000096   4.0 7.0 1.5 0.7071067811865476
steady 2.0 4.0 0.36432509999997365 5.1197924999997895   4.0 5.0 1.5 0.5 0.430581050000086 5.135760450000248   4.0 6.0 1.9 0.5773502691896257 0.40581825000002425 5.105594699999841   4.0 5.0 1.5 0.523861278752583
steady 2.0 5.0 0.40093775000008236 5.526932299999999   4.0 5.0 1.25 0.5 0.34612740000005715 5.441169850000023   4.0 5.0 1.25 0.5 0.345857749999908 5.439448550000009   4.0 5.0 1.25 0.5
steady 2.0 6.0 0.400344699999863 5.256165650000625   2.0 4.0 1.5 0.7071067811865476 0.4003461500002743 5.22397575000025   2.0 3.0 1.5 0.7071067811865476 0.40215100000023085 5.217972349999286   2.0 3.0 1.5 0.6422285251880866
steady 2.0 7.0 0.24698740000003028 5.483926850000188   2.0 3.0 1.5 0.7071067811865476 0.2604468500002213 5.576639550000181   2.0 3.0 1.5 0.7071067811865476 0.1923246499999891 5.450926700000423   2.0 2.0 1.0 0.0
steady 2.0 8.0 0.2641371000000845 5.786530449999987   2.0 3.0 1.5 0.7071067811865476 0.2608415000001116 5.847774649999238   2.0 3.0 1.5 0.7071067811865476 0.26490240000006793 5.7380746000008   2.0 3.0 1.5 0.7071067811865476
